title,review,rating,date,developerResponse
주린이도 가능,"가입절차가 복잡하지도 않고 사용하기에
매우 간편합니다 투자수익도 기대중 ㅎㅎ̆̈ 
저같은 주린이에게 딱이네여 :)",5,2021-09-29 01:50:39,"안녕하세요 ㅜㅇ어옹엉약양님, 쿼터백입니다! 주린이도 마음 편히 투자할 수 있도록 도와드리는모바일 자산관리 서비스 쿼터백을 선택해 주셔서 감사합니다 쿼터백과 함께 자산관리의 즐거움을 경험해 보세요! 힘이 되는 따뜻한 리뷰 감사드립니다 :)"
처음 성향 파악이 좋네요,투자 초보인데 성향 분석 먼저 하고 상품 추천해줘서 편했습니다. 수익 좀 잘 났으면 좋겠네요 ㅎㅎ,5,2019-05-15 07:06:25,"이용해주셔서 감사합니다. 
고객님의 편의와 수익을 위해 앞으로도 열심히 노력하겠습니다."
주린이,"주린이로
시작하려는데 퀴터백 어플보고 시작하녀고합니다
좋은평이 많아서 기대됩니다^^",5,2021-09-23 02:32:34,"안녕하세요, 달별빛님! 주린이도 마음 편히 투자할 수 있도록 도와주는 자산관리 서비스 쿼터백을 믿고 선택해 주셔서 감사합니다! 달별빛님의 기대에 부흥할 수 있도록 양질의 서비스 제공을 위해 최선을 다하겠습니다. 따뜻한 응원의 한마디 감사드립니다 :)"
편리한 앱,앱 동작도 깔끔하고 무엇보다 상품에 원하는 정보가 한눈에 들어와 좋네요 ㅎㅎ 수익도 기대해 보겠습니다 ㅎ,5,2019-09-04 00:44:27,"이용해주셔서 감사합니다. 
고객님의 편의와 수익을 위해 앞으로도 열심히 노력하겠습니다."
투자 설계 해보기 편해요,카카오 연동으로 쉽게 알아볼 수 있어서 좋은것 같아요,5,2019-09-04 00:18:13,"이용해주셔서 감사합니다. 
고객님의 편의와 수익을 위해 앞으로도 열심히 노력하겠습니다."
로그인이 안되요,"상품 가입햇는데 로그인이 안되고 튕깁니다.. 카카오 설정에 가서 연결 끊고 다시 해봐도 튕기네요. 

저와 같은 사례가 꾀 있을것 같습니다. 해결되었으면 합니다.",2,2020-06-23 10:33:56,"먼저 이용에 불편을 드려죄송합니다.
고객님이 말씀하신 오류는 현재 수정된 상태이며  최신 버전을 다운로드 받아주시기 바랍니다.
추후 이런일이 발생하지 않도록 최대한 품질관리를 위해 노력하는 모습을 보여 드리겠습니다.
앞으로도 많은 의견과 잘못된 부분을 남겨 주시면 빠르게 고객님의 의견을 반영하도록 하겠습니다.
고객님의 편의와 수익을 위해 앞으로도 열심히 노력하겠습니다.
감사합니다."
로그인이 안되요,"오류 해결좀 해주세요. 카카오로 로그인 하기에서 넘어가질 않네요

앱 삭제 다시하고 열번하고 기기껐다 다시하고 다 안되네요 정말 불편해요. 다른 방안 알려주시거나 업데이트좀 해주세요~",2,2020-02-29 00:46:50,먼저 이용에 불편을 드려 죄송합니다. 해당 현상은 카카오톡에서 인증번호 수신받지 못해 발생하는 문제로 판단됩니다. 지속적으로 같은 증상 발생 시 아래 방법으로 진행 해보세요 아이폰 설정 > 일반 > 저장공간> 카카오톡 > 앱 삭제 아이폰 설정 > 일반 > 저장공간 > 쿼터백 > 앱 삭제 카카오톡 앱 재설치 후 로그인 쿼터백 앱 재설치 후 로그인 감사합니다.
상세보기시 강제종료됨,"목표치 설정값이 잘못들어갔는지
수정후부터 상세보기시 어플 강제종료됩니다",4,2020-02-03 09:53:49,"먼저 이용에 불편을 드려 죄송합니다.
오류 사항에 대해서는 앱내 문의하기 기능을 통해 문의를 주시면 보다 빠른 처리가 가능합니다.
앞으로 사용에 불편함이 없도록 노력하겠습니다. 감사합니다."
편리한 자산관리 앱👍,"가입절차가 복잡하지 않아서 좋네요 :)
투자수익도 기대됩니다!",5,2019-05-02 07:26:22,"이용해주셔서 감사합니다. 
고객님의 편의와 수익을 위해 앞으로도 열심히 노력하겠습니다."
매우 편리해요,인터페이스도 간결하고 사용하기에 매우 좋습니다,5,2020-09-01 10:58:36,"이용해주셔서 감사합니다. 고객님의 편의와 수익을 위해 앞으로도 열심히 노력하겠습니다.
"
아주 좋아요,지인에게 추천 받아서 서비스 이용중입니다. 아주 편리하고 좋네요.,5,2021-09-03 09:19:38,"안녕하세요, 욤츄님! 쿼터백 자산관리 서비스를 믿고 선택해 주셔서 감사드립니다. 저희 앱을 추천해 주신 지인분께도 감사하다는 말씀 전해 드리고 싶습니다. 쿼터백 자산관리 서비스와 함께라면 일상에 집중하는 것만으로도 건강하게 자산이 성장하는 행복한 변화를 만나실 수 있도록 항상 최선을 다하겠습니다. "
폰 재설정 뒤 로그인이 안됩니다,아이폰 재설정 뒤 로그인 풀려서 로그인 하려는데 계속 튕기네요. 로그인 방법도 카카오톡 로그인 밖에 없어서 참.. 해결해주세요,3,2020-02-24 16:49:40,"먼저 이용에 불편을 드려 죄송합니다. 
해당 현상은 카카오톡에서 인증번호 수신받지 못해 발생하는 문제로 판단됩니다. 
지속적으로 같은 증상 발생 시 아래 방법으로 진행 해보세요
아이폰 설정 > 일반 > 저장공간> 카카오톡 > 앱 삭제
아이폰 설정 > 일반 > 저장공간 > 쿼터백 > 앱 삭제
카카오톡 앱 재설치 후 로그인 
쿼터백 앱 재설치 후 로그인
감사합니다.
"
드디어 필요한 서비스가 나왔네요,정말 필요한 자산관리 앱인 것 같아요,5,2019-09-21 14:26:41,이용해주셔서 감사합니다. 고객님의 편의와 수익을 위해 앞으로도 열심히 노력하겠습니다.
수익율 좋다고 추천 받았습니다,앞으로도 계속 수익율 기대해 보겠습니다.,5,2019-05-02 08:55:25,"이용해주셔서 감사합니다. 
고객님의 편의와 수익을 위해 앞으로도 열심히 노력하겠습니다."
달러투자 ㅎ,지금같은 달러투자 하기 좋은 시기에 최고의 수단인거 같네요 ㅎ,5,2020-12-06 13:42:53,"이용해주셔서 감사합니다. 
고객님의 편의와 수익을 위해 앞으로도 열심히 노력하겠습니다."
초보투자자,초보라서 자동화 관리에 맡겨봅니다 화이팅,5,2021-09-02 11:33:46,"안녕하세요, 도크도도님 쿼터백의 자동화 자산관리 서비스를 시작하셨군요! 쿼터백은 투자를 모르는 분들도 쉽게 국내 및 해외 ETF 투자를 시작하실 수 있도록 만들어진 인공지능 자산관리 앱입니다. 일상에 집중하는 것만으로도 자산이 건강하게 성장할 수 있는 행복한 변화를 경험하실 수 있도록 앞으로도 최선을 다하겠습니다. 감사합니다 :)"
카카오 로그인에서 안넘어갑니다,다시 삭제하고 또 설정하고 재설치를 해야된다면 너무 귀찮네요... 삭제할께요,1,2020-04-06 04:45:07,"먼저 이용에 불편을 드려 죄송합니다. 
지속적으로 로그인이 안되시면 ""카카오톡> 설정 > 카카오 계정 > 연결된 서비스 관리 > 외부 서비스 > 쿼터백 로보어드바이저 > 연결 끊기 "" 후 쿼터백 앱에서 로그인 바랍니다. 
단, 이 방법으로 로그인 시 신규 계정으로 전환되어 로그인 됩니다. 
일임 계약이 되어 있는 경우 쿼터백 앱 문의하기를 통하여 계정 전환 신청을 해주시면 복구가능합니다."
좋아요!,수익률 보는 재미도 쏠쏠하고 쿼터백 좋네요~,5,2021-09-02 05:24:11,"쿼터백 앱을 이용해주셔서 감사합니다, 앞으로도 즐거운 앱 사용 경험을 위해 열심히 노력하겠습니다. 힘이 되는 리뷰를 남겨주셔서 정말 감사합니다 :)"
워렌버핏슨생님도 말허신 요즘 대세 etf..?⭐️,"여윽시 투자는 전문가에게,,,🌟내가 투자 공부하려하지말고,, 그냥 전문가슨생님께 돈 맡기면 이렇게 맘편한 것을,,,, 끌끌,, 워렌버핏슨생님도 유언에 etf투자하라고 남기셔서 이것저것 찾다가 속는셈치고 최소금액만 투자해봤는데 현재까지는 만족입니다 후후,,💪🏻💪🏻 일단 저같은 주린이가 사용하기에 딱 군더더기 없이 깔끔한 펀드투자 어플이라 강추💪🏻 아 근데 저는 지금 안전추구형 투자성향인데 투자성향을 재설정할 수 있나요?",5,2020-09-09 08:58:49,"이용해주셔서 감사합니다. 고객님의 편의와 수익을 위해 앞으로도 열심히 노력하겠습니다.
투자성향은 앱 실행 후 설정 -> 나의 투자성향 -> 투자성향재측정 을 통해 투자성향을 재측정 하실 수 있습니다."
