reviewId,content,score,at,replyContent
703314bb-5799-466f-bb23-16a86718f550,익숙하지 않아 조금 망서려지긴 했는데 쿼터백 블로그를 보면서 공부하고 정보도 얻으면서 경험을 쌓으니 인공지능의 도움까지 받아 들이는 경지에 이르릅니다. 뭐든지 처음이 어렵지 익숙해지면 이이상 편한게 없어요^^,5,2021-09-30 16:58:22,"안녕하세요 박제면님, 쿼터백입니다. 쿼터백은 고객님과의 투명한 소통을 위해 공식 블로그를 통해 모든 시그널 데이터를 투명하게 공개하고 있으며, RA테스트베드 사이트를 통해 운영 성과 또한 모두 투명하게 공개하고 있습니다. 앞으로도 제면님의 마음 편한 투자를 위해 최선을 다하겠습니다. 긍정적인 리뷰 감사합니다!"
f1a4e055-0aab-4b9c-a714-3ec09521958b,평소 인공지능과 투자에 대한 관심이 많았는데 두 개가 잘 조합되서 앱으로 출시가 되었네요. 초보자 입장에서도 투자에 대해서 열린 마음으로 다가갈수 있게 길을 보여주었고 무엇보다 인공지능 AI가 이끄는 사회에서 가장 현실적인 투자 어플이 아닐까 앞으로도 기대가 많습니다. 좋은 어플 개발해주셔서 감사합니다,5,2021-10-28 20:16:20,"안녕하세요 J Bria님, 쿼터백입니다. 쿼터백은 투자가 낯설었던 분들도 차별 없이 양질의 자산관리 서비스를 누릴 수 있도록 만들어진 자산관리 서비스 앱입니다. 인공지능 AI가 이끄는 사회에서 가장 현실적인 투자 어플이라는 말씀이 정말 마음에 와닿습니다. 앞으로도 기대에 부응할 수 있도록 양질의 서비스를 위해 최선을 다하겠습니다. J Bria님께서 남겨주신 따뜻한 리뷰 한 마디에 11월이지만 마치 5월의 따뜻함이 느껴지는 하루가 될 것 같습니다. 응원해 주셔서 감사합니다!"
38de4f92-2a01-42c2-84a8-c2cace679076,자산관리 앱은 처음 사용해 보는데 생각보다 편한 기능이 많네요. 다른 어플은 이용해 보지 못해 특별한 점이 무엇이다라고는 못하겠지만 초보사용자 입장에서 나쁘지 않은 선택인것 같습니다.,4,2021-09-30 13:07:04,"안녕하세요 미내기님, 쿼터백입니다. 모바일 자산관리앱 쿼터백은 기존에 개인투자자가 번거롭게 진행해야 했던 시장분석, 환전, 포트폴리오 관리까지 모두 자동으로 관리해드리는 인공지능 자산관리 서비스입니다. 앞으로도 쿼터백 서비스를 사용하시면서 마음 편한 투자의 즐거움을 느껴보시길 바랍니다. 힘이 되는 리뷰 감사합니다!"
07a1dc72-d450-4697-bf36-a68a29cb7f71,"여러 투자어플을 사용 하였는데, 쿼터백 어플이 저에게 가장 잘 맞네요. 투자 초보자도 거부감 없이 쉽게 사용할 수 있어 매우 좋았습니다.",5,2021-09-30 12:47:13,"안녕하세요 j park님, 쿼터백입니다. 여러 투자 어플을 사용하시다가 쿼터백을 만나게 되셨군요! 쿼터백을 믿고 선택해주셔서 감사합니다. 쓰면 쓸수록 마음 편한 투자의 즐거움을 알아가실 수 있도록 양질의 서비스 제공을 위해 항상 최선을 다하겠습니다. 힘이 되는 리뷰 감사합니다!"
d60df943-e133-4c7a-ab2a-512814c58f39,투린이 분들도 쉽게 접할수있고 깔끔하게 정리되어있는 앱이라 적응빠르게 이용할수있는거같아요ㅎㅎ 인공지능 자산관리가 신선한 소재이며 우리의 일상을재미있고 편리하게 해주는거같습니다~앞으로도 많은이용 할 예정입니다^^,5,2021-09-20 11:16:42,"안녕하세요 코불리님, 쿼터백입니다. 쿼터백 서비스는 투린이도 마음 편히 투자할 수 있도록 꼭 필요한 기능 위주로 가볍게 제작된 앱입니다. 항상 논리적이고 객관적인 인공지능 자산관리 서비스의 편리함을 경험해보세요! 앞으로도 만족하며 사용하실 수 있도록 최선을 다하겠습니다 리뷰 감사드립니다 :)"
01cfed2b-77ec-4a48-96f5-c1b8a223e0a2,사용하기도 편하고 좋네요. 초보자도 무리없이 정보 잘 취득할수있겠어요. ui /구동성 모두 나쁘지않습니다.,5,2021-09-30 18:34:15,"안녕하세요 김금순님, 쿼터백입니다. 초보자도 마음 편히 투자할 수 있도록 도와드리는 모바일 자산관리 서비스 쿼터백입니다. 앞으로도 만족하실 수 있도록 양질의 서비스 제공을 위해 최선을 다하겠습니다, 힘이 되는 리뷰 감사합니다!"
01c5b62f-d46a-4f9e-b500-c299f122adb5,그동안 자산관리어플 이것저것 많이 사용해봤는데 솔직히 초보인 제가 사용하기에 많이 어렵고 생소한 단어들도 많아서 좀 막막하던 참에 쿼터백 알게되서 잘 사용하고 있습니다♥ 정착이요!,5,2021-09-23 16:41:07,"안녕하세요 조아윤님, 쿼터백입니다. 그동안 다양한 자산관리어플을 사용해보셨군요! 쿼터백은 투자에 익숙하지 않은 고객님들도 마음 편히 투자하실 수 있도록 빅데이터와 인공지능을 활용한 글로벌 ETF 분산투자 기반 자산관리 서비스를 제공하고 있습니다. 앞으로도 아윤님이 다른 자산관리앱으로 이사 가시지 않고 쿼터백에 완전히 정착하실 수 있도록 양질의 서비스 제공을 위해 최선을 다하겠습니다. 응원의 한 마디 감사드립니다!"
fc464c7a-2f50-45e7-923c-be7b1a3af39d,직접투자하기엔 번거럽고 스트레스받을듯해서 사용해봤는데 무척 만족합니다. 수익율은 앞으로 지켜봐야겠지만 지금까지는 비교적 양호하네요.,5,2021-02-08 11:02:39,"이용해주셔서 감사합니다.
고객님의 편의와 수익을 위해 앞으로도 열심히 노력하겠습니다."
378940c1-c82e-4e52-b5db-a6bd4b9d4e92,"매수 속도도 로보어드바이저라 그런지 상당히 빠르고 전반적으로 시장 대응 속도가 좋습니다, 사람보다 낫네요.",5,2019-08-01 10:42:23,"감사합니다.
쿼터백 자산운용은 월 1회 리밸런싱 외에도 별도의 위험자산에 대한 리스크 시그널을 관리하고 있어, 위험 신호 발생 시 위험 관리를 진행하도록 설계 되어 있습니다."
0af14ac0-384d-48f8-ace0-cc8578b23182,"어제 달러투자 가입했는데 다음날 바로 종목 매수하는 거 보고 놀랬습니다. 경제 상황 대처도 빠른것 같고, 여러부분으로 만족하는 앱입니다. 수익률은 좀 더 지켜봐야할 것 같지만 이 흐름이면 괜찮겠네요, 많은 발전이 있으시길….",5,2019-07-18 14:19:43,"감사합니다. 
쿼터백 QBIS는 시장 가격 데이터 뿐만 아니라 펀더멘털 데이터를 활용하여 시장 상황에 대처한다는 특징이 있습니다.
믿고 지켜봐 주시면 감사하겠습니다."
5cbbe710-e8de-4a1d-95cf-8e7ed1fdb383,"깔끔하고, 간편한 서비스에 감동 받아서 리뷰 남기고 갑니다! 투자에 대해 아무것도 모르는데 감사합니다ㅠ3ㅠ 덕분에 배우지 않았는데도 편하게 쓸수 있어서 좋네요!!",5,2021-09-30 16:52:38,"안녕하세요 미나님, 쿼터백입니다. 남겨주신 따뜻한 리뷰에 저희가 더 감동받았습니다! 귀한 시간 내주셔서 힘이되는 리뷰 남겨주심에 감사드립니다. 앞으로도 미나님의 소중한 자산을 정교하게 관리해드리는 쿼터백이 되겠습니다 :)"
616356ec-2a84-464e-9c40-9f1679eaea9c,해지하기 완전 어렵게 해놨네요 제대로 설명도 안해주고요^^ 입금해드릴게요 하고 설명도 없이 증권계좌로 넣어줍니다 otp발급부터 은행가서 다 해야한다네요 번창하세요^^,1,2019-11-20 21:37:01,"이용해주셔서 감사합니다.
고객님의 소중한 의견을 반영할 수 있도록 최선을 다하겠습니다."
918710b0-711e-4379-82a0-1aac686198a6,밸런스2 3월12일 기준 -3.9 + -0.6퍼센트 거래수수료.... 약 4.5퍼센트 마이너스.. 1년 채워지기까지 믿어보겠지만... 광고처럼 제대로 해주면 좋겠네요,1,2022-03-12 08:49:26,"안녕하세요 조승윤 고객님, 쿼터백 입니다. 자사의 서비스를 믿고 가입해주셨으나 만족시켜드리지 못한 점 진심으로 사과드립니다.

쿼터백 서비스는 투자 일임 서비스로서, 각 고객님의 가입 시점 및 자산관리 금액에 따라 성과가 달라질 수 있습니다.

따라서 자세한 상담을 위해서는 먼저 쿼터백 서비스 가입 정보 확인이 필요하나, 구글 앱 리뷰만으로는 확인이 어렵습니다.

불편하시더라도 정확한 원인 파악을 위해, [쿼터백 앱 > 설정 > 문의하기] 를 통해 포트폴리오 수익률 관련해서 문의 주시면, 관련 부서를 통해 자세히 검토하여 조승윤님의 불편함을 해소해드릴 수 있도록 최선을 다하겠습니다.

감사합니다. 쿼터백 팀 드림."
7f30c5fa-9391-478f-86fc-f560bb37b9e4,ㅋㅇ은 해외 500만 부터 시작이던데 여긴 300부터 시작이라 가볍게 맛보기 좋네요~~ 넣은지 10일도 안된거 같은데 3.2퍼나 올랐어요~~!! 앱이 깔끔하게 사용하기 좋아요 넣어두면 알아서 굴려주니 편해요!!,5,2021-11-05 17:42:24,"안녕하세요 Ray레이님, 쿼터백입니다. Ray레이님의 건강한 자산 관리에 도움을 드린 것 같아서 정말 보람차고 기쁩니다. 앞으로도 기대에 부응할 수 있도록 양질의 서비스를 위해 최선을 다하겠습니다. 바쁘실 텐데도 시간을 내 따뜻한 리뷰를 남겨주셔서 감사합니다!"
22f0d7f1-35dc-4dea-93cd-b33695047c88,깔끔하고 사용하기에 어려움이 없습니다 무엇보더 투자자들이 검증하고 선택한 인공지능(AI) 투자 알고리즘 QBIS를 활용한다는 점에서 든든하죠. 아직 이용안해보신분들이라면 추천드립니다.,5,2021-09-23 10:08:57,"안녕하세요 김승태님, 쿼터백 입니다. 쿼터백은 개인 투자자 고객님들을 만나기 전 코스콤 RA 테스트베드 심사 과정을 최종 통과하고, 제휴 기관에 알고리즘을 꾸준히 납품하며 신뢰를 쌓아왔습니다. 이제는 일반 개인 투자자님들도 쿼터백의 인공지능 자산관리 서비스의 편리함을 함께 경험하실 수 있도록 양질의 서비스 제공을 위해 최선을 다하겠습니다. 따뜻한 응원의 한 마디 감사드립니다."
cdd77c97-b584-4313-83a2-382d1bcd6354,정보의 홍수속에 투자에 대해 어디서부터 시작해야는지 막막했는데 초보들도 쉽게 접근할수 있도록 되어있어서 잘 활용하면 도움이 많이되고 유용한거 같아요~^^,5,2021-09-30 04:20:14,"안녕하세요 이은비님, 쿼터백입니다. 인공지능 모바일 자산관리 서비스 쿼터백은 투자를 모르는 분들도 쉽게 사용하실 수 있도록 만들어진 앱 입니다. 정보의 홍수 속 쿼터백과 함께 마음 편한 투자를 시작해보세요, 힘이 되는 리뷰 감사합니다 :)"
944d1053-0b92-46fd-a942-4023825cea73,주식 초보도 상세한 설명으로 쉽게 도전할수 있어요~지금부터 천천히 공부하면 노후에 든든한 지원군이 될것 같아요❤,5,2019-09-15 08:22:01,"감사합니다 박경순님^^
쿼터백의 노후대비 목표 시뮬레이션 기능을 통해 꾸준한 목표관리와 안정적인 투자를 편리하게 경험해 보실 수 있습니다
앞으로도 많은 이용 부탁드립니다~"
f1fcafb1-0a30-4cee-80fa-06945034ece1,자산관리 어플중 가장 좋습니다. 특히 운영자분이 질문할때 자세히 답변해주시는게 아주 좋습니다. 자주 증액하고 써도 될 정도로 믿음이 가는 어플입니다.,5,2020-11-24 01:59:20,이용해주셔서 감사합니다. 고객님의 편의와 수익을 위해 앞으로도 열심히 노력하겠습니다.
afa71b15-ace3-4058-b74a-bcd457f64f44,앱이 깔끔하고 속도가 빨라서 좋아요~! 인공지능으로 자산관리를 쉽게 할 수 있는게 편하고 좋은거같아요 ^_^,5,2021-09-30 20:55:20,"안녕하세요 mox nox님, 쿼터백입니다. 쿼터백은 자산관리에 꼭 필요한 필수 기능만 알차게 넣은 모바일 자산관리 서비스입니다. 앞으로도 만족하실 수 있도록 양질의 서비스 제공을 위해 최선을 다하겠습니다 응원의 한 마디 감사합니다."
547ee948-c949-4a3e-85e4-0a8341c60e3b,"두 달째 한달 째에는 마이너스 찍고 흔들리다가 이제는 안정권 접어듬, 느긋하게 안정적으로 가기 좋음",4,2019-07-29 15:46:48,"감사합니다 황대주님.
포트폴리오 구축 초기에는  매매 비용등이 발생하여 수익률이 마이너스로 시작되는 점이 있습니다.
다만 시간이 지날 수록 이자 수취 및 자산 가격 상승 효과가 누적 되는 효과를 누릴 수 있습니다.
믿고 기다려 주셔서 감사드립니다."
8c2d1be6-5344-4083-9786-7acd2edbbe6d,AI로 자동으로 투자및 자산관리해주니 너무편하고좋아요!앞으로도 사용자를위해 더욱편리하고 좋은 서비스기대할게요,5,2021-09-03 15:51:04,"안녕하세요 나은혜님, 쿼터백입니다. 믿고 선택해 주신 만큼 앞으로도 더욱 양질의 자산관리 서비스를 제공하기 위해 최선을 다하겠습니다. 힘이 되는 한 마디 감사드립니다!"
d35fb2e9-8c0b-4d4c-a2b5-b845387e782d,자산관리 계약까지 오분이면 된다니 적은금액으로 편리해서 좋은것 같아요. 수익률도 좋기를~~!!!,5,2019-04-18 13:44:25,안녕하세요. 유수진님. 쿼터백입니다. 좋은 의견 감사합니다. 고객님께 편리함과 수익률을 함께 드릴 수 있는 쿼터백이 되도록 노력하겠습니다. 감사합니다.
7763cb4a-bebe-4e32-a1ed-dcf7cc2327e0,깔끔한 인터페이스가 편리하네요 업데이트만 잘해주셨으면합니다,5,2019-04-19 20:26:39,"감사합니다^^
꾸준히 편리한 서비스를 제공하도록 하겠습니다."
6060fdd9-8b6e-4a92-b268-16d5690587be,혼자서는 자산관리가 매우 힘들어서 앱을 찾고 있었는데 좋은 앱을 찾았네요. 정말 많은 도움될 것 같습니다!,5,2021-09-24 06:39:08,"안녕하세요 정ㅎㅅ님, 쿼터백입니다. 혼자서 자산관리를 하기 위해선 시장을 정교하게 분석하고 신중하게 포트폴리오를 구성하여 꾸준히 모니터링하며 관리해야 하기 때문에 많이 힘드셨을 거라 생각됩니다. 글로벌 ETF 분산투자 기반 인공지능(AI) 자산관리 서비스 쿼터백과 함께 몸도 마음도 모두 편한 투자를 경험해 보시길 바랍니다. 앞으로도 양질의 서비스 제공을 위해 최선을 다하겠습니다. 긍정적인 리뷰 감사드립니다."
f75faa2e-ec52-4653-8792-a3835e3281c4,드디어 제대로 된 AI 투자 서비스가 나왔네요 내 자산을 무한대로 불려주기를 기대합니다!! 사용성 너무 편리하고 좋습니다,5,2021-09-02 12:12:24,안녕하세요 한규태님! 쿼터백입니다. 힘이 되는 한 마디 진심으로 감사드립니다. 누구나 정교한 AI 투자 서비스를 통해 자산을 건강히 관리할 수 있도록 항상 최선을 다하겠습니다. 감사합니다!
44b98dfa-c083-440d-9b31-00cced8fbc03,불필요한 내용없이 심플한게 저랑 잘 맞아요. 3년 이상 맡기고 있는데 늘 수익이 안정적이라 믿고 맡깁니다.,5,2020-05-07 10:32:23,"이용해주셔서 감사합니다. 
고객님의 편의와 수익을 위해 앞으로도 열심히 노력하겠습니다."
3b2cac54-9750-4736-80f3-1ef7f0be2f04,어렵지 않고 편리한 방법으로 이용할 수 있는것 같아요. 매우 만족합니다~,5,2019-04-19 15:44:11,"편리하게 느끼셨다니 감사합니다^^
앞으로도 많은 이용 부탁드립니다."
25fb9185-73f3-4b3c-9d6c-4c9837c810e8,쉽게 자산관리를 할 수 있게되어 좋아요. 하루라도 빨리 쿼터백을 만나시길! 써보면압니다♡,5,2021-09-30 23:51:07,"안녕하세요 Hana Jeong님, 쿼터백입니다. 써보면 안다는 리뷰를 읽으니 정말 뿌듯하고 기분이 좋습니다! 앞으로도 쿼터백과 함께 쉽게 자산관리하며 마음 편한 투자의 즐거움을 누려보시길 바랍니다! 쿼터백을 믿고 선택해 주셔서 감사합니다!♡"
674241fb-d2a8-411f-8295-5ffc4798a55b,투자 이런 거 잘 모르는데 설명도 잘 나오고 추천도 바로바로 되니까 투자시작해보기 어렵지않네요!,5,2019-04-19 15:56:53,"쿼터백은 쉽고 간편한 투자를 위한 서비스입니다.
앞으로도 지속적인 관심 부탁 드려요~"
26afc00a-1d56-49e4-b37c-7a5aca8e7803,초보자들도 쉽고 재미있게 할수있도록 되어있어서 편리하네요,5,2021-09-26 11:21:53,"안녕하세요 깔깔마녀님, 쿼터백입니다. 쿼터백의 글로벌 ETF 분산투자 기반 인공지능(AI) 자산관리 서비스는 투자를 전혀 모르는 분들도 투자의 즐거움을 알아가실 수 있도록 도와드리는 서비스입니다. 앞으로도 마음 편한 투자의 즐거움을 느끼실 수 있도록 양질의 서비스 제공을 위해 최선을 다하겠습니다. 긍정적인 리뷰 감사합니다!"
6439ef12-9f7f-4f25-a5d1-8f4157a203dd,무엇보다도 믿고 맡길 수 있는 전문 자산운용 서비스를 찾은것 같네요! 정말 쓰기 편합니다,5,2019-04-29 13:37:53,"쿼터백을 이용해 주셔서 감사합니다.
앞으로도 더욱 편리한 서비스를 제공할 수 있도록 노력하겠습니다~"
4fa2d596-c7cd-49b7-ac10-a3891c26bcc6,오늘 갑자기 계속 업데이트하라는 메세지 뜨고 앱스토어 가면 업데이트 안됩니다. 접속이 안되요 어찌 된건지요?,1,2021-07-01 16:55:04,"안녕하세요, 고객님.
우선, 업데이트로 인한 불편함을 드린 부분에 대하여 죄송하다는 말씀드립니다.

해당 현상의 경우 PlayStore App의 캐시 정보가 남아있거나 최신 정보의 App 을 불러오지 못하는 경우로,
PlayStore App의 캐시를 초기화하신 이후 업데이트를 재시도 부탁드리겠습니다.
(참고 주소: https://support.google.com/googleplay/answer/7513003? hl=ko)

현상이 지속 발생하시는 경우 Store 리뷰 또는 App 을 통해 문의 남겨주시면,
확인하여 안내 드리겠습니다.

고객님의 소중한 의견이 반영될 수 있도록 노력하는 쿼터백이 되겠습니다.
감사합니다."
bf5394db-d0f2-41a1-bfd7-e6206387adc8,주식 자동투자 어플 중에 최고! 수익률도 만족스럽고 깔끔한 UIUX가 돋보입니다,5,2021-01-19 09:32:12,"이용해주셔서 감사합니다.
고객님의 편의와 수익을 위해 앞으로도 열심히 노력하겠습니다."
ce8eb1be-87a9-45eb-ad01-f9367f28f94c,만족하며 사용중이었는데 최신업데이트를 다 했는데도 업데이트 하라며 로그인 후 튕겨 나가네요...,3,2021-07-01 17:07:38,"안녕하세요, 고객님.
우선, 업데이트로 인한 불편함을 드린 부분에 대하여 죄송하다는 말씀드립니다.

해당 현상의 경우 PlayStore App의 캐시 정보가 남아있거나 최신 정보의 App 을 불러오지 못하는 경우로,
PlayStore App의 캐시를 초기화하신 이후 업데이트를 재시도 부탁드리겠습니다.
(참고 주소: https://support.google.com/googleplay/answer/7513003? hl=ko)

현상이 지속 발생하시는 경우 Store 리뷰 또는 App 을 통해 문의 남겨주시면,
확인하여 안내 드리겠습니다.

고객님의 소중한 의견이 반영될 수 있도록 노력하는 쿼터백이 되겠습니다.
감사합니다."
52b87b45-dc69-478a-90d6-d95beaf9d01d,입문자 및 초보자들도 쉽게 이용할 수 있고 다양한 포트폴리오가 많아서 좋습니다,5,2021-09-30 22:58:08,"안녕하세요 성이름님, 쿼터백입니다. 쿼터백은 기존에 투자가 낯설었던 분들도 쉽게 이용할 수 있도록 만들어진 모바일 자산관리 서비스입니다. 쿼터백의 다양한 포트폴리오와 함께 마음 편히 투자하세요, 감사합니다!"
